country,age,education,gender,ethnicity,organization_type,job_industry,primary_job_function,current_role,planned_job_postings,python,r_programming,java,java_script,c_c++,c#,julia,html_css,bash_shell,sql,go,php,rust,typescript,"in_your_work,_how_much_more_time_have_you_spent_this_year_on_generative_ai_techniques_such_as_generative_adversarial_networks_gans,_variational_autoencoders_vaes,_or_transformer_models_compared_to_last_year",what_are_you_using_generative_ai_for_select_all_that_apply__selected_choice,has_your_company_already_hired_or_plan_on_hiring_any_of_the_following_roles_select_all_that_apply__selected_choice,"what_topics,_tools,_or_skills_are_covered_in_your_courses_in_preparation_for_entering_the_data_science_ml_field_select_all_that_apply","in_your_opinion,_what_is_the_biggest_obstacle_to_obtaining_the_experience_required_for_a_career_in_data_science_or_related_fields__selected_choice",what_would_be_your_ideal_job_title__selected_choice
ANTIGUA & DEPS,26-41,HIGH SCHOOL OR EQUIVALENT,NON-BINARY,WHITE,NOT-FOR-PROFIT ORGANIZATION,FINANCE,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,AI AUDITOR,,,,,,,,,,,,,,,,,,,,
ANTIGUA & DEPS,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,33,17,91,49,25,55,25,38,23,14,36,26,37,23,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI DATA ANALYST,AI AUDITOR",,,
ANTIGUA & DEPS,26-41,HIGH SCHOOL OR EQUIVALENT,TWO-SPIRIT,WHITE,EDUCATIONAL INSTITUTION,MANUFACTURING,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ANTIGUA & DEPS,26-41,MASTER’S DEGREE,FEMALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,51,64,46,77,62,51,85,34,64,45,83,65,55,79,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI DATA ANALYST,,,
ANTIGUA & DEPS,42-57,HIGH SCHOOL OR EQUIVALENT,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,ELECTRONICS,DATA ENGINEER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ANTIGUA & DEPS,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,EDUCATION,DATA ENGINEER,STUDENT,,,,,,,,,,,,,,,,,,,BUSINESS KNOWLEDGE,COST,AI AUDITOR
ANTIGUA & DEPS,26-41,SOME COLLEGE,NON-BINARY,"EAST ASIAN,SOUTHEAST ASIAN",GOVERNMENT AGENCY,ENTERTAINMENT,OTHER (PLEASE INDICATE BELOW),DATA SCIENCE PRACTITIONER,,32,27,25,29,45,25,45,25,37,41,27,22,35,20,SLIGHTLY MORE,"AUTOMATING TASKS,OTHER (PLEASE INDICATE BELOW)","AI DATA ANALYST,AI AUDITOR",,,
ARGENTINA,68,MASTER’S DEGREE,MALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,100,,,,,,,,,,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,NONE OF THESE,,,
ARGENTINA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,RETAIL,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"MACHINE MANAGER,COMPUTER VISION ENGINEER",,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,MASTER’S DEGREE,MALE,"WHITE,LATINE/HISPANIC",COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,OTHER (PLEASE INDICATE BELOW),OTHER,,24,,,,,,,,,24,,,,,SLIGHTLY MORE,OTHER (PLEASE INDICATE BELOW),NONE OF THESE,,,
ARGENTINA,42-57,BACHELOR’S DEGREE,FEMALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,OTHER (PLEASE INDICATE BELOW),OTHER,,57,13,0,11,0,,,46,,67,,5,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ENGINEER,,,
ARGENTINA,26-41,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,RETAIL,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,24,,,,,,,,,100,,,,,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI DATA ANALYST,,,
ARGENTINA,18-25,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,SOME COLLEGE,MALE,WHITE,GOVERNMENT AGENCY,,,,,,,,,,,,,,,,,,,,,,,,
ARGENTINA,68,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,FINANCE,BUSINESS ANALYST,OTHER,,10,,,,,,,,,,,,,,LESS,AUTOMATING TASKS,NONE OF THESE,,,
ARGENTINA,42-57,MASTER’S DEGREE,MALE,LATINE/HISPANIC,GOVERNMENT AGENCY,OTHER,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,27,0,,,,,,,,,,,,,LESS,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",NONE OF THESE,,,
ARGENTINA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,ENGINEERING,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,AI AUDITOR,,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,CONSTRUCTION,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,AI AUDITOR,,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,AGRICULTURE,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,52,79,37,99,65,63,39,87,64,92,69,42,82,89,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,AI AUDITOR",,,
ARGENTINA,58-67,HIGH SCHOOL OR EQUIVALENT,TWO-SPIRIT,WHITE,NOT-FOR-PROFIT ORGANIZATION,,PROFESSOR/INSTRUCTOR/RESEARCHER,IT ADMIN / INFORMATION SECURITY,PROMPT ENGINEER,,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,AUTOMOTIVE,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,BACHELOR’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,ENERGY,DATA SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS ANALYTICS,BIG DATA MANAGEMENT,GO LANG ",COST,DATA ANALYST
ARGENTINA,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,ENERGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,77,45,93,35,82,49,84,43,90,41,98,50,94,71,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,COMPUTER VISION ENGINEER",,,
ARGENTINA,26-41,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,PROBABILITY AND STATISTICS,LEARNING NEW LANGUAGES,ML ENGINEER
ARGENTINA,26-41,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,100,93,100,100,100,100,99,100,100,100,100,96,98,100,THE SAME AMOUNT,NOT CURRENTLY USING,"AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST",,,
ARGENTINA,42-57,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MEDIA,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,PROMPT ENGINEER",,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,SOME COLLEGE,FEMALE,WHITE,GOVERNMENT AGENCY,ELECTRONICS,DEVELOPER,DATA SCIENCE PRACTITIONER,,55,47,61,49,60,48,62,54,63,46,59,54,61,58,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),NOT CURRENTLY USING","AI ENGINEER,PROMPT ENGINEER,BIG DATA ENGINEER",,,
ARGENTINA,26-41,SOME COLLEGE,MALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,DEFENSE,APPLIED SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,BUSINESS KNOWLEDGE,FINDING AN INTERNSHIP,DEVELOPER ADVOCATE
ARGENTINA,26-41,SOME COLLEGE,FEMALE,LATINE/HISPANIC,GOVERNMENT AGENCY,FINANCE,DEVELOPER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ARGENTINA,58-67,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,NOT APPLICABLE (STUDENT),ENGINEERING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST,MACHINE MANAGER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ARGENTINA,18-25,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,,,,,,,,,,,,,,,,,,,,,,,,,
ARGENTINA,26-41,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,19,30,10,15,9,13,9,0,0,5,5,5,9,30,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","PROMPT ENGINEER,AI AUDITOR",,,
ARGENTINA,42-57,NO DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMENIA,18-25,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,NOT APPLICABLE (STUDENT),,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"PROBABILITY AND STATISTICS,MACHINE LEARNING,ADVANCED MATHEMATICS,R",FINDING AN INTERNSHIP,AI ENGINEER
ARMENIA,18-25,SOME COLLEGE,FEMALE,WHITE,NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,MACHINE LEARNING,DEEP LEARNING,NLP,ADVANCED MATHEMATICS,DATA VISUALIZATION,COMPUTER VISION/IMAGE PROCESSING,PYTHON,R,SQL",OTHER (PLEASE INDICATE BELOW),ML ENGINEER
ARMENIA,18-25,HIGH SCHOOL OR EQUIVALENT,NON-BINARY,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,HEALTHCARE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,28,29,36,31,22,23,24,41,17,29,18,38,20,26,THE SAME AMOUNT,AUTOMATING TASKS,PROMPT ENGINEER,,,
ARMENIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,BACHELOR’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,MANUFACTURING,DEVELOPER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,ENTERTAINMENT,DEVELOPER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ARMENIA,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,DEFENSE,RESEARCH SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,SATURATED FIELD MAKES IT DIFFICULT TO STAND OUT,AI AUDITOR
ARMENIA,42-57,MASTER’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,FINANCE,ML ENGINEER,DATA SCIENCE PRACTITIONER,,46,30,42,36,29,56,35,47,40,31,63,38,31,31,SLIGHTLY MORE,AUTOMATING TASKS,AI DATA ANALYST,,,
ARMENIA,26-41,BACHELOR’S DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,CONSULTING,DEVELOPER,STUDENT,,,,,,,,,,,,,,,,,,,"ENGINEERING SKILLS,BUSINESS ANALYTICS,GO LANG ",LEARNING NEW LANGUAGES,ML ENGINEER
ARMENIA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,FINANCE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,,,100,80,100,88,100,96,95,92,98,96,98,97,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","PROMPT ENGINEER,AI ETHICIST",,,
ARMENIA,26-41,BACHELOR’S DEGREE,FEMALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,,SYSTEM ADMINISTRATOR,DATA SCIENCE PRACTITIONER,,81,83,84,87,86,83,81,79,78,82,80,79,80,76,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,NOT CURRENTLY USING","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
ARMENIA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,PROMPT ENGINEER,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,
ARMENIA,42-57,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,GOVERNMENT,SYSTEM ADMINISTRATOR,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ARMENIA,42-57,SOME COLLEGE,MALE,LATINE/HISPANIC,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
ARMENIA,42-57,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,48,63,26,,47,32,,,,,24,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER",,,
ARMENIA,42-57,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,69,40,34,47,21,22,,,32,,,26,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,BIG DATA ENGINEER",,,
ARMENIA,26-41,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,CONSTRUCTION,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,72,45,41,72,84,83,20,87,20,77,22,78,24,70,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,COMPUTER VISION ENGINEER",,,
ARMENIA,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,DEVELOPER,OTHER,,12,24,20,22,14,42,18,47,30,54,96,39,29,12,LESS,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI DATA ANALYST,BIG DATA ENGINEER",,,
ARMENIA,26-41,DOCTORAL DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,25,43,51,75,91,61,68,44,56,75,13,40,60,74,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI AUDITOR,AI ETHICIST,BIG DATA ENGINEER",,,
ARMENIA,26-41,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENTERTAINMENT,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,13,50,37,50,72,53,81,56,65,40,78,88,59,78,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),NOT CURRENTLY USING","PROMPT ENGINEER,BIG DATA ENGINEER",,,
ARMENIA,42-57,SOME COLLEGE,MALE,WHITE,EDUCATIONAL INSTITUTION,FINANCE,APPLIED SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,PROMPT ENGINEER",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,SOME COLLEGE,MALE,"BLACK,WHITE",EDUCATIONAL INSTITUTION,HEALTHCARE,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,24,39,58,67,44,51,71,49,84,29,46,53,70,32,SLIGHTLY MORE,AUTOMATING TASKS,AI DATA ANALYST,,,
ARMENIA,26-41,DOCTORAL DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENTERTAINMENT,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,DOCTORAL DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENTERTAINMENT,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,19,28,48,60,31,48,55,23,69,32,44,54,22,65,SLIGHTLY MORE,AUTOMATING TASKS,"AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,
ARMENIA,42-57,BACHELOR’S DEGREE,FEMALE,"WHITE,LATINE/HISPANIC",NOT-FOR-PROFIT ORGANIZATION,INSURANCE,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,BACHELOR’S DEGREE,TWO-SPIRIT,WHITE,NOT-FOR-PROFIT ORGANIZATION,EDUCATION,DATA ENGINEER,STUDENT,,,,,,,,,,,,,,,,,,,"COMMUNICATION SKILLS,PROBABILITY AND STATISTICS,ADVANCED MATHEMATICS",LEARNING NEW LANGUAGES,ML ENGINEER
ARMENIA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,ELECTRONICS,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,56,57,52,60,40,56,62,46,55,50,38,57,52,41,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),NOT CURRENTLY USING","AI DATA ANALYST,BIG DATA ENGINEER",,,
ARMENIA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,FINANCE,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,50,62,47,47,43,52,42,57,43,58,50,47,58,64,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),NOT CURRENTLY USING","AI DATA ANALYST,COMPUTER VISION ENGINEER",,,
ARMENIA,26-41,BACHELOR’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,FINANCE,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,55,60,59,61,59,59,59,62,63,63,64,66,64,70,SLIGHTLY MORE,AUTOMATING TASKS,"AI ENGINEER,COMPUTER VISION ENGINEER",,,
ARMENIA,18-25,SOME COLLEGE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,56,63,46,54,43,46,35,75,49,55,60,30,60,38,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","AI ENGINEER,COMPUTER VISION ENGINEER",,,
ARMENIA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,CONSTRUCTION,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,CONSTRUCTION,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
ARMENIA,68,DOCTORAL DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
AUSTRALIA,26-41,HIGH SCHOOL OR EQUIVALENT,MALE,OTHER (PLEASE INDICATE),GOVERNMENT AGENCY,,PROFESSOR/INSTRUCTOR/RESEARCHER,DATA SCIENCE PRACTITIONER,,22,22,21,30,29,13,22,25,30,30,22,29,20,40,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,NOT CURRENTLY USING","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
AUSTRALIA,42-57,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,22,,22,24,,24,47,26,49,,23,,,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,OTHER (PLEASE INDICATE BELOW)","AI ENGINEER,AI DATA ANALYST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
AUSTRALIA,68,MASTER’S DEGREE,MALE,DECLINE TO ANSWER,NOT-FOR-PROFIT ORGANIZATION,ENERGY,DEVELOPER,DATA SCIENCE PRACTITIONER,,100,,,,,,,31,,29,,17,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
AUSTRALIA,42-57,MASTER’S DEGREE,MALE,BLACK,NOT APPLICABLE (STUDENT),EDUCATION,DATA ENGINEER,STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,BIG DATA MANAGEMENT,MACHINE LEARNING,DATA VISUALIZATION,COMPUTER SYSTEMS,PYTHON,JAVASCRIPT,SQL,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",FINDING AN INTERNSHIP,DATA ANALYST
AUSTRALIA,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,22,23,55,54,60,54,38,58,52,53,30,36,34,45,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI DATA ANALYST,BIG DATA ENGINEER",,,
AUSTRALIA,18-25,HIGH SCHOOL OR EQUIVALENT,FEMALE,LATINE/HISPANIC,GOVERNMENT AGENCY,HEALTHCARE,DATA SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,COMMUNICATION SKILLS,FINDING AN INTERNSHIP,ML ENGINEER
